price,host_response_rate,host_acceptance_rate,host_is_superhost,neighbourhood_cleansed,accommodates,bathrooms,bedrooms,beds,guests_included,review_scores_rating,reviews_per_month
53.00,1.00,1.00,t,West Cambridge,2,2,1,1,1,,
150.00,0.80,1.00,f,North Cambridge,2,1,1,1,1,,
178.00,1.00,0.98,f,East Cambridge,2,1,1,1,1,,
175.00,1.00,0.98,f,East Cambridge,2,1,1,1,1,,
62.00,1.00,0.96,f,The Port,2,1,1,1,1,,
195.00,1.00,0.67,t,Riverside,4,2,2,2,1,,
147.00,1.00,0.67,t,Cambridgeport,2,1,0,0,1,,
107.00,1.00,1.00,f,Mid-Cambridge,2,1,1,1,1,100,1
56.00,1.00,0.98,f,The Port,2,1,1,1,1,,
75.00,1.00,0.96,f,The Port,2,1,1,1,1,,1
187.00,0.89,0.91,f,Strawberry Hill,4,1,2,2,1,100,2.05
118.00,1.00,0.98,f,Mid-Cambridge,4,1,2,2,2,,
179.00,1.00,0.67,t,Area 2/MIT,2,1,1,1,1,,
179.00,1.00,0.67,t,Area 2/MIT,2,1,1,1,1,,
167.00,1.00,0.67,t,Area 2/MIT,2,1,0,0,1,,
300.00,1.00,0.92,f,East Cambridge,5,1,2,3,2,,
42.00,1.00,1.00,f,Mid-Cambridge,1,1,1,1,1,100,1
200.00,0.50,0.50,f,Neighborhood Nine,2,1,1,1,1,,
220.00,1.00,1.00,t,Strawberry Hill,5,1,2,1,1,,
219.00,1.00,0.98,f,The Port,2,1,1,1,1,,
55.00,1.00,0.99,t,North Cambridge,1,2,1,1,1,,
55.00,1.00,0.98,f,North Cambridge,1,2,1,1,1,,
79.00,0.92,0.71,f,The Port,2,1,1,,1,,
85.00,1.00,N/A,f,Neighborhood Nine,2,1,1,2,1,,
285.00,N/A,N/A,f,The Port,4,2,3,4,1,,
125.00,0.90,0.68,f,Neighborhood Nine,3,1,1,1,1,,
125.00,0.90,0.68,f,Neighborhood Nine,3,1,1,2,1,,
125.00,0.90,0.68,f,Neighborhood Nine,3,1,1,2,1,,
125.00,0.90,0.68,f,Neighborhood Nine,3,1,1,2,1,,
224.00,1.00,0.83,f,North Cambridge,6,3,3,4,1,,0.81
125.00,0.90,0.68,f,Agassiz,3,1,1,2,1,,
125.00,0.90,0.68,f,Neighborhood Nine,3,1,1,2,1,,
135.00,1.00,1.00,f,Cambridgeport,2,1,1,1,1,,
38.00,1.00,0.99,t,North Cambridge,1,2,1,1,1,,
38.00,1.00,0.98,f,North Cambridge,1,2,1,1,1,,
125.00,0.90,0.68,f,Neighborhood Nine,3,1,1,2,1,,
125.00,0.90,0.68,f,Neighborhood Nine,3,1,1,2,1,,
200.00,N/A,0.25,f,North Cambridge,2,1,2,4,1,,
38.00,1.00,0.99,t,North Cambridge,1,2,1,1,1,,
38.00,1.00,0.98,f,North Cambridge,1,2,1,0,1,,
111.00,1.00,0.90,f,Cambridgeport,3,1,1,2,1,,
250.00,1.00,0.92,f,East Cambridge,5,1,2,3,3,,
110.00,N/A,1.00,f,Neighborhood Nine,2,3,1,2,1,,
110.00,N/A,1.00,f,Neighborhood Nine,2,3,1,2,1,,
110.00,N/A,1.00,f,Neighborhood Nine,4,3,1,2,1,,
110.00,N/A,1.00,f,The Port,4,1.5,1,2,1,,
110.00,N/A,1.00,f,The Port,4,1.5,1,2,1,,
110.00,N/A,1.00,f,The Port,4,1.5,1,2,1,,
110.00,N/A,1.00,f,Cambridgeport,4,1.5,1,,1,,
110.00,N/A,1.00,f,Cambridgeport,4,2,1,,1,,
110.00,N/A,1.00,f,Cambridgeport,4,2,1,,1,,
130.00,1.00,1.00,f,Cambridgeport,2,1,1,1,1,,
53.00,1.00,1.00,f,North Cambridge,2,1,1,,1,100,1
128.00,1.00,0.83,f,North Cambridge,2,1,1,1,1,,
65.00,1.00,N/A,f,Riverside,1,1,1,,1,,
150.00,1.00,1.00,f,West Cambridge,2,2,1,,1,,
53.00,1.00,1.00,t,Neighborhood Nine,2,2,1,,1,,
55.00,0.91,0.87,f,The Port,2,2,3,1,1,,
385.00,1.00,1.00,f,East Cambridge,4,2,2,,1,,
450.00,1.00,0.98,f,East Cambridge,4,2,2,3,1,,
350.00,0.90,0.68,f,Neighborhood Nine,9,1,2,5,1,,
999.00,0.98,0.98,f,Cambridgeport,5,1,2,2,1,,
114.00,0.89,0.67,f,Cambridgeport,3,1,1,1,1,,1
999.00,0.98,0.98,f,The Port,3,1,1,1,1,,
70.00,1.00,1.00,f,Wellington-Harrington,2,1,1,2,1,,
85.00,1.00,0.46,t,Agassiz,3,2,1,2,1,,
999.00,0.98,0.98,f,The Port,5,1,2,2,1,,
999.00,0.98,0.98,f,The Port,5,1,2,2,1,,
999.00,0.98,0.98,f,The Port,5,1,2,2,1,,
999.00,0.98,0.98,f,The Port,5,1,2,2,1,,
999.00,0.98,0.98,f,The Port,5,1,2,2,1,,
999.00,0.98,0.98,f,The Port,2,1,0,1,1,,
136.00,0.90,0.69,f,North Cambridge,4,1,0,2,1,,
48.00,1.00,0.74,f,Cambridgeport,2,1,1,1,1,,
